code,term
1073601000119101,Seropositive rheumatoid arthritis of joint of right foot
1073611000119103,Seropositive rheumatoid arthritis of joint of left foot
1089931000000101,Anti-cyclic citrullinated peptide antibody positive arthralgia
1094041000000109,Anti-cyclic citrullinated peptide antibody positive
11055151000119108,Seropositive rheumatoid arthritis of multiple joints
1156774008,Rheumatoid factor positive and cyclic citrullinated peptide antibody positive juvenile polyarthritis
1156777001,Rheumatoid factor positive and cyclic citrullinated peptide antibody negative juvenile polyarthritis
1156779003,Rheumatoid factor negative and cyclic citrullinated peptide antibody positive juvenile polyarthritis
1162313005,Rheumatoid factor and cyclic citrullinated peptide antibody positive rheumatoid arthritis
1162319009,Rheumatoid factor and cyclic citrullinated peptide antibody positive erosive rheumatoid arthritis
1162336001,Cyclic citrullinated peptide antibody positive erosive rheumatoid arthritis
143243002,Rheumatoid factor positive
15691841000119102,Seropositive rheumatoid arthritis of joint of bilateral shoulder regions
15691881000119107,Seropositive rheumatoid arthritis of bilateral knees
15691921000119100,Seropositive rheumatoid arthritis of bilateral hip joints
15691961000119105,Seropositive rheumatoid arthritis of joint of bilateral ankles
15692001000119101,Seropositive rheumatoid arthritis of joint of bilateral elbows
15692041000119104,Seropositive rheumatoid arthritis of joint of bilateral wrist regions
16050071000119108,Seropositive rheumatoid arthritis of bilateral feet
165839004,Rheumatoid factor detected
16606721000119107,Seropositive rheumatoid arthritis in remission
201810001,Seropositive errosive rheumatoid arthritis
201811002,"[X]Seropositive rheumatoid arthritis, unspecified"
203730003,[X]Other seropositive rheumatoid arthritis
203746006,"[X]Seropositive rheumatoid arthritis, unspecified"
239791005,Seropositive rheumatoid arthritis
308143008,Seropositive erosive rheumatoid arthritis
318841000119100,Seropositive rheumatoid arthritis of joint of left ankle
318851000119103,Seropositive rheumatoid arthritis of joint of left elbow
318861000119101,Seropositive rheumatoid arthritis of left hand
318891000119108,Seropositive rheumatoid arthritis of joint of left shoulder region
318901000119107,Seropositive rheumatoid arthritis of joint of left wrist region
318911000119105,Seropositive rheumatoid arthritis of joint of right ankle
318921000119103,Seropositive rheumatoid arthritis of joint of right elbow
318931000119100,Seropositive rheumatoid arthritis of right hand
318961000119108,Seropositive rheumatoid arthritis of joint of right shoulder region
318971000119102,Seropositive rheumatoid arthritis of joint of right wrist region
408751000000108,[X]Other seropositive rheumatoid arthritis
410796000,Juvenile seropositive polyarthritis
414821000000101,"[X]Seropositive rheumatoid arthritis, unspecified"
471971000000101,"[X]Seropositive rheumatoid arthritis, unspecified"
772823005,Cyclic citrullinated peptide antibody detected
772826002,Cyclic citrullinated peptide antibody positive arthralgia
781697008,Cyclic citrullinated peptide antibody measurement above reference range
